ID,Título,Título Original,Títulos Alternativos,Autor,Autor Nombre Completo,Autor Nacimiento,Autor Muerte,Autor Época,Autor Biografía,Tipo de Obra,Género,Subgénero,Tema,Fuente Principal,Origen de Datos,Página PDF,Número de Actos,Número de Versos,Idioma,Fecha de Creación,Música Conservada,Compositor,Bibliotecas con Música,Bibliografía Musical,Mecenas,Edición Príncipe,Notas Bibliográficas,Manuscritos Conocidos,Ediciones Conocidas,Notas,Observaciones
2796,El Hijo de la molinera,"Hijo de la molinera, El",Mas mal hay en la aldehuela de lo que se suena,,,,,,,comedia,comedia,,,FUENTESXI,pdf,1,,,Español,,No,,,,,Escogidas XLII (Madrid,"Comedia impresa en Escogidas XLII (Madrid, 1676), 387-420, donde se atribuye a Francisco de Villegas (Medel, equivocadamente, pone Juan Villegas). En la B.N.M. hay una suelta de la misma obra con el título de Mas mal hay en la aldehuela de lo que se suena, atribuida a Lope de Vega. Con el título de La aldehuela y el gran prior de Castilla hay una copia manuscrita en la B.N.M., 16.910, fechada en Toledo en 6 de mayo de 1623 (Paz, I, 13). No dudan Morley y Bruerton, 252, de que la comedia es de Lope, pero Portuondo, Hispanófila, XIX, núm. 47 (enero, 1973), 39-45, niega que sea obra suya.",,,,
2797,El Hijo de la perra,"Hijo de la perra, El",,Luis Vélez,,,,Siglo de Oro,,auto,comedia,,,FUENTESXI,pdf,1,,,Español,,No,,,,,la Tercera parte de las comedias de Lope de Vega y otros autores (Barcelona,"Comedia de Luis Vélez de Guevara, impresa en la Tercera parte de las comedias de Lope de Vega y otros autores (Barcelona, 1612). Medel la atribuye equivocadamente a Juan Vélez. Don Arturo Sedó poseia un manuscrito de esta obra que databa del siglo XVIII (Montaner, 73), aunque no aparece en el catálogo de la B.I.T.B. por Simón Palmer. En la B.N.M. hay tres: 14.817, 16.165 y 15.209. Este último lleva la fecha de 1697, es decir, que en toda probabilidad es una copia hecha para la representación de la cual trata nuestro documento, o a base de ella (Cotarelo, BRAE, IV [1917], 289–290). Paz, I, 252, confunde las copias 15.209 y 16.165; ésta tiene 59 hojas, y aquélla 46, y no vice-versa. Hay otro quinto manuscrito en la Biblioteca Palatina de Parma, erróneamente atribuido a Lope de Vega (Restori, Studi di Filologia Romanza, VI [1893], 116). Para las versiones manuscritas e impresas, y las relaciones entre ellas, véase Caroline Monahan, The Library, XXIII (1978), 153–157.",,,,
2795,El Hijo del águila,"Hijo del águila, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
3723,El Hércules de Ocaña,El Hércules de Ocaña,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2800,El Indiano perseguido,"Indiano perseguido, El",,,,,,,,comedia,,,,FUENTESXI,pdf,99,,,Español,,No,,,,,,,,,,
2802,El Ingrato agradecido,"Ingrato agradecido, El",El ingrato agradecido,,,,,,,comedia,comedia,,,FUENTESXI,pdf,32,,,Español,,No,,,,,,"El documento de 1673-1674 incluye, con fecha del 5 de julio de 1673, la libranza a Juan de Matos Fragoso por la composición de esta comedia. En la B.N.M. está el manuscrito, con correcciones posiblemente autógrafas, intitulado El mudable arrepentido y el ingrato agradecido, 15.135 (Paz, I, 366; Sánchez Mariana, RLit. XLVI [1984], 125). Medel y García de la Huerta la traen con el título de El ingrato agradecido, anónima, y con el de El mudable arrepentido, atribuida a Matos. Al parecer, se publicó sólo suelta. Véase la edición de H. C. Heaton (Nueva York, 1926).",,,,
2806,El Job de las mujeres,"Job de las mujeres, El",El primer asistente de Sevilla,Diamante,,,,Siglo de Oro,,comedia,comedia,,pastoril,FUENTESXI,pdf,4,,,Español,,No,,,,,,"Existe El montañés Juan Pascual, primer asistente de Sevilla, comedia de don Juan Claudio de la Hoz y Mota, impresa suelta y anónima (Medel). Salvá, I, 625) y atribuida a Hoz y Mota (según García de la Huerta) y, con el título de El primer asistente de Sevilla, atribuida también a Hoz y Mota (según Medel y García de la Huerta). Hay manuscrito del siglo XVIII en la B.M.M. (Agulló, RBAMM, núms. 11-12 [1982], 269), y otro en el Archivo de la Cofradía de la Novena, legajo 27, carpeta 6. Esta obra, por la cual Hoz y Mota recibió 600 reales en 1708 (Pérez Pastor, Memorias de la R.A.E., X, 149) será una refundición de la que se representó en 1651. Comedia de Diamante. Hay manuscritos en la B.N.M., de letra del siglo XVII, según Paz, 16.056; otro de letra del siglo XVIII, 14.947 (Paz, I, 274); en la B.I.T.B., CCCLXI, con la fecha de 1708 (Simón Palmer, CB, XXXIV [1977], 16); y en la B.M.M., con censuras de 1757 y 1777 (Cambronero). Al parecer, se publicó solamente suelta, y Medel y García de la Huerta la tienen atribuida a Diamante.",,,,
3818,"El José de las mujeres, Santa Eugenia","El José de las mujeres, Santa Eugenia",,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2813,El Laberinto de amor,"Laberinto de amor, El",,,,,,,,zarzuela,comedia,,,FUENTESXI,pdf,4,,,Español,,Sí,,,,,su Decima sexta parte (Madrid,"Existe la comedia de Lope de Vega, impresa en su Decima sexta parte (Madrid, 1621), fols. 134 v. - 155 r.; pero el documento de 1693 dice que la comedia representada aquel año es de Diamante. Se refiere a la versión publicada en Escogidas XXVII (Madrid, 1667), 167-189: «Fiesta de la Zarzuela, representada a su Magestad.» En Vélez de Guevara, Los celos hacen estrellas, 203, Sage ha publicado un fragmento de la música para esta obra, de Cristóbal Galán; Ms. M.3.881/22 de la B.N.M.",,,,
2814,El Labrador venturoso,"Labrador venturoso, El",,Lope,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,143,,,Español,,No,,,,,Diferentes XXVIII (Huesca,"Comedia de Lope de Vega, impresa en Diferentes XXVIII (Huesca, 1634), fols. 43 r. - 64 v.: «Representola Roque de Figueroa.»",,,,
2819,El Letrado del cielo,"Letrado del cielo, El",,Matos Fragoso,,,,Siglo de Oro,,comedia,comedia,,histórico,FUENTESXI,pdf,4,,,Español,,Sí,,,,,Escogidas XXV (Madrid,"12 de octubre de 1684. Manuel de Mosquera. Palacio (Fuentes I). Comedia de Matos Fragoso y Villaviciosa, impresa en Escogidas XXV (Madrid, 1666), fols. 1 r. - 22 v. Hay manuscrito en la B.N.M., 15.698 (Paz, I, 288). Hay música conservada en el Archivo de la Cofradía de la Novena (Stein, RMus, III, 1-2 [1980], 225). (1) 18 de enero de 1652. Compañía sin especificar, probablemente la de Sebastián de Prado o la de Diego Osorio. Pardo, Cuarto de la Reina (Fuentes I); (2) 26 de mayo de 1680. Jerónimo García. Representación palaciega (Fuentes I); (3) 26 de mayo de 1686. Rosendo López. Buen Retiro, Saloncete (Fuentes I); (4) - (6) 27-29 de mayo de 1686. Rosendo López de Estrada. Buen Retiro, Coliseo, al pueblo (Fuentes V); (7) 20 de enero de 1692. Agustín Manuel. Cuarto de la Reina (Fuentes I). Comedia de Moreto, impresa en Escogidas V (Madrid, 1654), 309-350. Comedia atribuida a Lope de Vega por Medel y García de la Huerta, en una suelta de la B.N.M., y en una copia manuscrita del siglo XVIII, 14.834(13) (Paz, I, 293). Se ha atribuido también a Moreto; y a Pérez de Montalbán en varias sueltas y en un manuscrito de la B.M.M. (véase Profeti, Per una bibliografia, 459). Morley y Bruerton, 301, dicen que no es cierto que no sea de Lope de Vega. Véase también S. G. Morley, MPh, XVII (1919-1920), 412-413, donde asevera que la comedia no es típica de la producción de Moreto.",,,,
2820,El Lirio y la azucena,"Lirio y la azucena, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,"Según el documento, es de Diamante. Según el documento, es de Calderón. Según el documento, es de Calderón. Según el documento, es de Diamante.",,,,
2831,El Lucidoro aragonés,"Lucidoro aragonés, El",,Calderón,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,150,,,Español,,No,,,,,Escogidas I (Madrid,"Comedia de Calderón, impresa en Escogidas I (Madrid, 1652), fols. 201 v. - 223 r. Según Hesse, PQ, XXVII (1948), 43, ésta es la edición principe.",,,,
2834,El Maestro de danzar,"Maestro de danzar, El",,,,,,,,comedia,comedia,,,FUENTESXI,pdf,4,,,Español,,No,,,,,la Tercera parte de sus comedias (Madrid,"Calderón, impresa en la Tercera parte de sus comedias (Madrid, 1664), fols.",,,,
2835,El Mancebo del camino,"Mancebo del camino, El",,Diamante,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,4,,,Español,,No,,,,,Escogidas XXVI (Madrid,"Comedia de Diamante, impresa en Escogidas XXVI (Madrid, 1666), fols. ver sus heroicos hechos.» El manuscrito autógrafo, fechado en 1665 y",,,,
2836,El Manchego,"Manchego, El",,,,,,,,comedia,comedia,,,FUENTESXI,pdf,151,,,Español,,No,,,,,,"Comedia desconocida con este título. Existe El manchego más honrado y bandido por su honra, Pedro Ponce, comedia de Francisco de Rojas Sandoval, Partes I y II, de las cuales hay manuscrito en la B.N.M., 17.415 (Paz, I, 329). Véase también Pedro Ponce.",,,,
2839,El Marido de su hermana,"Marido de su hermana, El",,,,,,,,comedia,comedia,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,"Según el documento, era comedia nueva, y así no es probable que se trate de una representación de la comedia de Villegas, referida en la partida antecedente.",,,,
2856,El Mayor amigo el muerto,"Mayor amigo el muerto, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2858,El Mayor desengaño,"Mayor desengaño, El",,,,,,,,comedia,,,,FUENTESXI,pdf,6,,,Español,,No,,,,,,,,,,
2859,El Mayor encanto amor,"Mayor encanto amor, El",,Calderón,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,6,,,Español,,No,,,,,"la Segunda parte de sus comedias
(Madrid","Comedia de Calderón, impresa en la Segunda parte de sus comedias «manuscrito antiguo, con una escena que se halla suprimida en todas las (compárase K. y R. Reichenberger, I, 345). El Ms. 21.264 de la B.N.M. es manuscrito parcial con aprobaciones fechadas en Madrid en 1668 en la",,,,
2860,El Mayor monstruo de amor,"Mayor monstruo de amor, El",,,,,,,,zarzuela,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2861,El Mayor monstruo del mundo,"Mayor monstruo del mundo, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2862,El Mayor monstruo los celos,"Mayor monstruo los celos, El",,,,,,,,comedia,,,,FUENTESXI,pdf,5,,,Español,,No,,,,,,,,,,
2863,El Mayor triunfo amor,"Mayor triunfo amor, El",,,,,,,,comedia,,,,FUENTESXI,pdf,6,,,Español,,No,,,,,,,,,,
2864,El Mayor triunfo de amor,"Mayor triunfo de amor, El",El mayor triunfo amor (Fuentes V); (2) 6 de noviembre de 1684,,,,,,,zarzuela,comedia,,mitológico,FUENTESXI,pdf,4,,,Español,,No,,,,,la Cythara de Apolo,"Se conserva el manuscrito de una comedia así titulada en la B.N.M., 15.083. En las portadas de las jornadas segunda y tercera se ha tachado este título, sustituyéndolo por Sin armas vence el amor. Este nuevo título aparece también en la portada del tomo. Paz, I, 514-515, se equivoca al llamarla Sin armas vence el amor, o el mayor triunfo de amor, y, por el cambio de título y varios cambios en el texto, parece que más tarde se refundió bajo el título segundo. Hay copia manuscrita del siglo XVIII de la jornada primera en la B.I.T.B. CLXV (Simón Palmer, CB, XXXIX [1977], 61). Barrera, 360, supone equivocadamente que esta comedia es la misma que Triunfo y venganza de amor, impresa en la Cythara de Apolo, de Agustín de Salazar (Madrid, 1681), II, 391-446. De esta comedia hay manuscrito en la B.M.M., con el título de El mayor triunfo de amor, atribuido a Agustín de Salazar, y Sedó poseía otro manuscrito anónimo con el mismo título, pero de una zarzuela (Montaner, 77). Medel y García de la Huerta atribuyen Más triunfa el amor rendido a Salazar y Torres, y Salvá, I, 621, dice que éste es otro título alternativo de la misma comedia. Según Barrera, 360, Juan de Vera Tassis y Villarroel colaboró con Salazar y Torres. Se ve por el documento de 1684 que la representación de aquel año fue de una obra nueva; salió suelta en el mismo año. Véase D. W. Cruickshank, en Aureum Saeculum Hispanum (Wiesbaden, 1983), 54. Habiendo muerto Salazar y Torres el 29 de noviembre de 1675, es posible que se trate de una refundición en forma de zarzuela de la antigua comedia, hecha en 1684 por Vera Tassis. Sin cotejar todos los textos, es imposible llegar a conclusión más firme. Véase también Thomas Austin O'Connor, BCom, XXV (1973), 40-42.",,,,
2857,El Mayorazgo,"Mayorazgo, El",,,,,,,,comedia,,,,FUENTESXI,pdf,150,,,Español,,No,,,,,,,,,,
2867,El Mejor alcalde el rey,"Mejor alcalde el rey, El",,,,,,,,comedia,comedia,,histórico,FUENTESXI,pdf,4,,,Español,,No,,,,,su Veinte y una parte (Madrid,"Existe la comedia de Lope de Vega, impresa en su Veinte y una parte (Madrid, 1635), fols. 139 r. - 157 v.; pero es más probable que se refiera a la de Martínez de Meneses, El mejor alcalde el rey, y no hay cuenta con serranos, impresa en Escogidas XX (Madrid, 1663), 328-363. En la B.N.M. hay copia manuscrita de mano de Martínez de Mora, 15.212 (Paz, I, 349), y en la B.M.M., 1-49-6, dos del siglo XVIII, una de ellas con la fecha de 1710 (Agulló, RBAMM, núms. 11-12 [1982], 326-327). Se conserva en la biblioteca de la Hispanic Society of America un manuscrito parcial, B2640 (Regueiro y Reichenberger, I, 470-472).",,,,
2869,El Mejor amigo el muerto,"Mejor amigo el muerto, El",Fortunas de don Juan de Castro,,,,,,,comedia,comedia,,,FUENTESXI,pdf,4,,,Español,,No,,,,,Escogidas IX (Madrid,"Puede que se refiera a una de las versiones de la comedia así titulada que estudia Cotarelo, Rojas, 181-187. (A) Existe la comedia de Belmonte, Rojas Zorrilla y Calderón, impresa en Escogidas IX (Madrid, 1657), 53-84. La tiene Vera Tassis, en la lista de la Verdadera quinta parte, como una de las comedias de Calderón «donde tiene una jornada... la tercera». Hay manuscrito en la B.N.M., Res. 86, titulado El mejor amigo el muerto (y Fortunas de don Juan de Castro) (y Gloria de Lemos), autógrafo de los tres y con censura de 1684, y otro en la B.I.T.B., 82.665 (Simón Palmer, CB, XXXIV [1977], 4), atribuido sólo a Belmonte. Existe una versión en letra moderna, 15.065, con muchas variantes, sobre todo en el tercer acto, y con el título de Fortunas de don Juan de Castro. (B) El manuscrito 15.571 de la B.N.M. lleva el título de El mayor amigo el muerto y ofrece muchas variantes. Se dice que es «de tres ingenios. Es la buena, diferente de la que anda impresa» (Paz, I, 349-350). (C) Completamente distinta, obra de Rojas Zorrilla, con el título de El mejor amigo el muerto y capuchino escocés, de la cual existe manuscrito de letra del siglo XVII en la B.N.M., 15.671 (Paz, I, 349). (D) Hay manuscrito en la B.N.M., 16.875 (Paz, I, 218), con el título de Las fortunas de don Juan de Castro y Lemos, Conde y Señor de Vilalva, Parte I, pero, a pesar de ir atribuido a «tres ingenios», es una copia de la comedia de Lope de Vega, Don Juan de Castro, Parte I, publicada en la Parte XIX de Lope (Madrid, 1624).",,,,
2870,El Mejor amigo el muerto y capuchino escocés,"Mejor amigo el muerto y capuchino escocés, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2874,El Mejor par de los doce,"Mejor par de los doce, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2876,El Mentiroso,"Mentiroso, El",,,,,,,,comedia,,,,FUENTESXI,pdf,163,,,Español,,No,,,,,,,,,,
2884,El Monstruo de los jardines,"Monstruo de los jardines, El",La dama y galán Aquiles en la colección del castillo de Maldá Vozice,Calderón,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,4,,,Español,,Sí,,,,,la Cuarta parte de sus comedias (Madrid,"Comedia de Calderón, impresa en la Cuarta parte de sus comedias (Madrid, 1672), 89-136. En la B.N.M. hay un manuscrito, Res. 96, con correcciones autógrafas; véase Sánchez Mariana, RLit, XLVI (1984), 124-125. En la primera hoja está la fecha de 1683, y al fin una nota sobre su representación en Valencia, sin año (Paz, I, 363). Nos informa la Sra. Cecilia Bainton que también figura la fecha de 1670 en este manuscrito. Hay otro segundo manuscrito con el título de La dama y galán Aquiles en la colección del castillo de Maldá Vozice, procedente de la de la Condesa de Harrach; Boháček, Sborník, VI, núms. 1-2 (1961), 27. Hay música conservada en el Archivo de la Cofradía de la Novena (Stein, RMus, III, 1-2 [1980], 226). Véase también Galán y dama encubiertos.",,,,
4009,El Monte de Piedad,El Monte de Piedad,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2887,El Mudable arrepentido,"Mudable arrepentido, El",,,,,,,,comedia,,,,FUENTESXI,pdf,137,,,Español,,No,,,,,,,,,,
2888,El Mudable arrepentido y el ingrato agradecido,"Mudable arrepentido y el ingrato agradecido, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2844,El Más divino remedio,"Más divino remedio, El",,,,,,,,comedia,,,,FUENTESXI,pdf,6,,,Español,,No,,,,,,"1-49-28, hay manuscrito para la compañía de Mosquera, con censura de otro de letra de fines del siglo XVII, según Paz, en la B.N.M., 15.575 (Paz, I,",,,,
2851,El Más piadoso es mi hijo,"Más piadoso es mi hijo, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2866,El Médico de su honra,"Médico de su honra, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,"su
Segunda parte (Madrid","Más probable es que se refiera a la versión de Calderón, impresa en su atribuida a Lope de Vega e impresa en Diferentes XXVII (Barcelona, 1633);",,,,
2878,El Mérito es la corona,"Mérito es la corona, El",El mérito es la corona,Agustín,,,,Siglo de Oro,,comedia,comedia,,mitológico,FUENTESXI,pdf,1,,,Español,,No,,,,,Escogidas XLI (Pamplona,"Comedia de Agustín de Salazar y Torres, impresa en Escogidas XLI (Pamplona, s.a.), 50-98 (la loa en las págs. 46-49): «Fiesta que se representó a los años de la Reyna nuestra señora (Dios la guarde) en su Palacio, por dos Compañías.» Hay dos series de paginaciones en este tomo. Se conserva ejemplar manuscrito con censura de 1743 en la B.M.M. (Cambronero). En la Segunda parte de la Cythara de Apolo (Madrid, 1681) aparece con el título de El mérito es la corona, y encantos de mar y amor.",,,,
2892,El Nacimiento,"Nacimiento, El",El nacimiento de Cristo,,,,,,,zarzuela,comedia,,histórico,FUENTESXI,pdf,11,,,Español,,No,,,,,,"Posiblemente la zarzuela de Juan Bautista Diamante titulada El nacimiento de Cristo y publicada en la Segunda parte de sus comedias (Madrid, 1674), 246-269. Según Paz, I, 373, Diamante escribió un auto sacramental con el título de El nacimiento de Cristo, la anunciación del ángel y adoración de los Reyes, y hay manuscrito en la B.N.M., 16.612; hay otro manuscrito, B.N.M., 17.077, ""con título de Zarzuela"", copia hecha en Valencia en 1718 (Paz, I, 374). También de detalles del manuscrito de una comedia de Diego Francisco de Andosilla y Enríquez, con el título de El nacimiento de Cristo, 16.289(2); y de un fragmento de otra comedia del siglo XVIII con el mismo título, o título parecido, 17.449(19) (Paz, I, 373). Existe también El nacimiento de Cristo, publicada en la Veintiquatro parte de las comedias de Lope de Vega (Zaragoza, 1641), fols. 110 v. - 123 v.",,,,
2897,El Negro del cuerpo blanco,"Negro del cuerpo blanco, El",,,,,,,,comedia,comedia,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,"Existen El negro del cuerpo blanco, de Marcelo de Ayala y Guzmán, de la cual hay un manuscrito en la B.N.M., 15.676 (Paz, I, 379); y El negro del cuerpo blanco y el esclavo de su honra, atribuida a Francisco de Leiva Ramírez de Arellano por Barrera, 213. Según éste, el manuscrito de esta última obra se encontraba en la colección de Osuna, pero no aparece ahora en el catálogo de Paz ni en el fichero de la B.N.M. El de la obra de Ayala y Guzmán también pertenecía a Osuna, y es posible, entonces, que se trate de la misma comedia, y que Barrera se equivocase al atribuírsela a Leiva. Se publicó suelta y anónima (véanse Boyer, 387; Julio Mathías, 151-152).",,,,
2898,El Negro del cuerpo blanco y el esclavo de su honra,"Negro del cuerpo blanco y el esclavo de su honra, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2899,El Nieto de su padre,"Nieto de su padre, El",El niño inocente de La Guardia,Agustín Manuel,,,,Siglo de Oro,,zarzuela,comedia,,religioso,FUENTESXI,pdf,4,,,Español,,No,,,,,la Cuarta parte de sus comedias (Madrid,"Zarzuela de Agustín Manuel de Castilla, de la cual hay manuscrito en la Biblioteca Palatina de Parma. En la portada de la jornada segunda está la fecha: Barcelona y febrero de 1686, junto con el nombre de Pedro Félix de Salazar (Restori, Studj di Filología Romanza, VI [1899], 39); fue este apuntador (Fuentes II, I, 868, 968). Existen la versión suelta, anónima, atribuida a Luis Vélez de Guevara, y la de Calderón, impresa en la Cuarta parte de sus comedias (Madrid, 1672), 185-226, de la cual hay ejemplar manuscrito en la B.N.M., 17.056 (Paz, I, 380). También existe el manuscrito de una comedia así titulada en la B.M.M. (Cambronero); según K. y R. Reichenberger, I, 380, es la obra de Calderón. Probablemente se refiere a El niño inocente de La Guardia, de Lope de Vega, impresa en su Octava parte (Madrid, 1617), fols. 247 v. - 268 r. En la B.N.M. hay un manuscrito, 14.978, titulado El santo niño de La Guardia.",,,,
2900,El Niño del senado,"Niño del senado, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2903,El Noble siempre es valiente,"Noble siempre es valiente, El",,Zárate,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,"Comedia de Zárate, impresa suelta y con este título. Con el de El noble Martín Peláez, y vida y muerte del Cid, salió suelta y anónima. El manuscrito autógrafo, fechado en 15 de abril de 1660, se conserva en la B.N.M.: 17.229. También hay copia del siglo XVIII, 15.995 (Paz, I, 390). Véase también Cid, El.",,,,
2919,El Nuevo hospicio,"Nuevo hospicio, El",,,,,,,,auto,,,histórico,FUENTESXI,pdf,7,,,Español,,No,,,,,,"El nuevo hospicio de pobres, auto sacramental de Calderón, impreso en sus Autos sacramentales, alegóricos y históricos (Madrid, 1677), 429-459. Hay manuscritos en la B.M.M., 1-51-16 (Rull y Torres, Siglo XVIII, núms. 15-16 [1972], 102); y en la biblioteca de don Bartolomé March, Colección Medinaceli (Romera Castillo, LD, XII, núm. 23 [enero-junio, 1982], 216).",,,,
2920,El Nuevo hospicio de pobres,"Nuevo hospicio de pobres, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
2933,El Palacio confuso,"Palacio confuso, El",Alcina (Fuentes I),,,,,,,entremes,comedia,,,FUENTESXI,pdf,6,,,Español,,No,,,,,,"(1) 9 de junio de 1676. Compañía sin especificar. Representación palaciega. El 29 de febrero de 1676 Diamante recibió pago por su composición (Fuentes I); (2) - (17) Antes del 6 de julio de 1679. Manuel Vallejo. Buen Retiro, Coliseo, al pueblo, con el título de Alcina (Fuentes I). Comedia desconocida, la cual, según el documento de 1676, es de Diamante. Medel, García de la Huerta y Barrera tienen El imperio de Alcina, anónima. En la B.N.M. hay manuscrito, Res. 136, de un entremés de Simón Aguado, titulado La Plaza del Retiro, para la comedia de El imperio de Alcina (Paz, I, 435; hay copia manuscrita del siglo XIX en la B.I.T.B..",,,,
2934,El Palacio del silencio,"Palacio del silencio, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
4123,El Palmerín de Oliva,El Palmerín de Oliva,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2936,El Parecido,"Parecido, El",,,,,,,,comedia,comedia,,,FUENTESXI,pdf,12,,,Español,,No,,,,,,"(A) Según R. L. Kennedy, HR, IV (1936), 324-325, la versión primitiva de esta comedia es El parecido en la Corte, empresa suelta y atribuida a Moreto. Hay cinco manuscritos en la B.N.M.: 16.605, 16.589, 15.492, 17.362 (con la fecha de 1691) y 16.423. Todos llevan el título de El parecido pero son versiones de El parecido en la Corte. El Ms. 16.423 lleva censuras de 1652, 1669 y 1683 (en una de las cuales se intitula El parecido a otro) y noticias de haberse representado en Madrid, en Sigüenza en 1670 y en Palacio. Valencia en 1683 (Paz, I, 419; Ciria Matilla, CB, XXX [1973], 81). Hay otro manuscrito de El parecido en la Corte en la B.M.M. (Cambronero). (B) El parecido se imprimió en Escogidas XXIII (Madrid, 1665), 131-174, donde se atribuye a Moreto. A pesar de esta atribución, R. L. Kennedy cree que esta versión no es de dicho dramaturgo. Véase también Aparecido, El.",,,,
2937,El Parecido a otro,"Parecido a otro, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
4131,El Parnaso,El Parnaso,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2947,El Pintor de su deshonra,"Pintor de su deshonra, El",,Calderón,,,,Siglo de Oro,,comedia,comedia,,,FUENTESXI,pdf,4,,,Español,,No,,,,,Diferentes XLII (Zaragoza,"Comedia de Calderón, impresa en Diferentes XLII (Zaragoza, 1650); véase Profeti, «Appunti», 175-176. Hesse, PQ, XXVII (1948), 43, cree que ésta es la edición príncipe. Hay manuscrito del siglo XVII en la B.N.M.: 17.123 (Paz, I, 434), y otra copia manuscrita en la B.I.T.B., 82.631 (Simón Palmer, CB, XXXIV [1977], 6). Probablemente (A) La libertad de Israel y plagas de Faraón, comedia de José de Arroyo, de la cual hay manuscrito en la B.N.M., 17.310, corregido por el dramaturgo mismo (Paz, I, 435). Medel y García de la Huerta la tienen con los títulos de Las plagas de Faraón y La libertad de Israel, atribuidas ambas obras a Arroyo. En la B.M.M. hay un manuscrito intitulado Las plagas de Faraón, con una aprobación de 1806 (Cambronero). (B) También existe La esclavitud de Israel y plagas de Faraón, o El tránsito del Mar Rojo, comedia de Burzano, según Paz, de la cual hay tres manuscritos en la B.N.M., 15.506, 14.071(7) y 14.496(30); en este último se atribuye la obra a Antonio de la Cueva (Paz, I, 193).",,,,
2949,El Poder de la amistad,"Poder de la amistad, El",,,,,,,,comedia,comedia,,,FUENTESXI,pdf,1,,,Español,,No,,,,,la Primera parte de sus comedias (Madrid,"(1) 6 de diciembre de 1673. Manuel Vallejo. Corral de la Cruz (Fuentes V); (2) 31 de marzo de 1682. Matías de Castro. Representación palaciega (Fuentes I); (3) - (6) 30 de abril, 1º-3 de mayo de 1696. Vallejo. [Corral del Príncipe] (Fuentes VI). El poder de la amistad y venganza sin castigo, comedia de Moreto, impresa en la Primera parte de sus comedias (Madrid, 1654), fols. 132 v. - 155 r., y en Escogidas VIII (Madrid, 1654), fols. 106 r. - 126 r. (hay dos series de foliaciónes en este tomo). En la B.N.M. está el manuscrito autógrafo con esta nota: «Acabóla en M[adrid] a 25 de abril de 1652 para Diego de».",,,,
2950,El Poder de la amistad y venganza sin castigo,"Poder de la amistad y venganza sin castigo, El",,,,,,,,comedia,,,,FUENTESXI,pdf,1,,,Español,,No,,,,,,,,,,
4187,El Prado de Valladolid,El Prado de Valladolid,,,,,,,,comedia,,,,CATCOM,web,,,,Español,,No,,,,,,,,,Importado desde CATCOM backup,
2955,El Primer duelo del mundo,"Primer duelo del mundo, El",,,,,,,,comedia,,,,FUENTESXI,pdf,4,,,Español,,No,,,,,,,,,,
